image,description
https://i.pinimg.com/736x/bc/a1/4c/bca14cd0b6884fe3967c869f60da711e.jpg,ivory halter pleated top with asymmetric hem in old money and coquette style. ivory pleated wide leg pants in old money and coquette style.
https://i.pinimg.com/736x/6b/fe/0b/6bfe0bf16335119e3641e68c36348701.jpg,white button-down shirt with rolled sleeves in old money and minimalist style. high waist taupe wide leg trousers with belt in old money and minimalist style.
https://i.pinimg.com/736x/da/df/5c/dadf5cc54a3befb69dd032cb7821efcf.jpg,striped short sleeve knit top in old money and minimalist style. white high waist wide leg trousers with belt in old money and minimalist style.
https://i.pinimg.com/736x/db/37/d4/db37d45bfc3cb3f460e664a99469fabd.jpg,white button-down shirt with collar in old money and minimalist style. beige cable knit sweater vest in old money and minimalist style. off-white straight leg pants in old money style.
https://i.pinimg.com/736x/6e/02/f3/6e02f3bb655b542540eceee4c56751c6.jpg,boho print halter crop top with tie neck in boho chic style. high waist beige wide leg linen pants with drawstring in boho chic style.
https://i.pinimg.com/736x/cb/82/00/cb8200faa65413644e5b69f8771cb93c.jpg,taupe cropped tank top with white piping in old money and minimalist style. high waist white button-front midi skirt with side slit in old money and minimalist style.
https://i.pinimg.com/736x/c6/8f/af/c68faf0196606e97b7a125e668e0e049.jpg,black short sleeve high neck fitted top in minimalist and night out style. white high waist mini skirt in minimalist and night out style.
https://i.pinimg.com/736x/1c/94/2b/1c942b123d45ab7a5432284e353079f7.jpg,white fitted crop top with spaghetti straps in old money and coquette style. high waist white belted shorts in old money and coquette style.
https://i.pinimg.com/736x/e6/44/63/e64463a46d03e2962d352c687413f017.jpg,white button-up shirt with rolled cuffs in old money and minimalist style. beige high waist mini skirt with belt in old money style.
https://i.pinimg.com/736x/1d/2d/87/1d2d8784cd26578188bbd4e11ef206b0.jpg,white sleeveless fitted vest with front buttons in old money style. matching high waist white mini skirt in old money style.
https://i.pinimg.com/736x/be/aa/1d/beaa1d6a5468a716548cb92e8a548285.jpg,pleated beige halter top with asymmetric hem in old money and minimalist style. matching wide leg pleated pants in old money style.
https://i.pinimg.com/736x/68/f9/a4/68f9a4cf68dfbe90de28f956ae479056.jpg,white button-down shirt with rolled sleeves in old money style. high waist taupe wide leg pants with structured pleats in old money and minimalist style.
https://i.pinimg.com/736x/5d/48/96/5d489643d79e3962612acf14373c0787.jpg,striped white and black t-shirt in old money style. white sweater tied over shoulders in old money style. high waist white wide leg pants with brown belt in old money style.
https://i.pinimg.com/736x/19/aa/b2/19aab2952aab933033cbba139c01f459.jpg,white shirt with beige cable knit vest layered on top in old money style. high waist tapered cream pants in old money style.
https://i.pinimg.com/736x/63/a9/a2/63a9a26f623de082f65c0c70ebc14ddb.jpg,patterned halter crop top in boho chic and streetwear style. high waist beige wide leg pants with drawstring in boho chic style.
https://i.pinimg.com/736x/cd/cb/bf/cdcbbfef375d48d69047f6dc3ac6f01e.jpg,white tank top in minimalist and old money style. high waist pleated beige shorts with brown belt in old money style.
https://i.pinimg.com/736x/ca/35/2b/ca352b89651ee67431a03e3782f0b106.jpg,black halter knit top in night out and minimalist style. white satin wide leg pants in minimalist and old money style.
https://i.pinimg.com/736x/e9/64/aa/e964aa0c99378b80e3d0551923996b5b.jpg,white sleeveless cropped vest in minimalist and streetwear style. high waist blue wide leg jeans in streetwear style.
https://i.pinimg.com/736x/de/5f/ef/de5fef32a4e0643c1a3de25dfa80060d.jpg,white oversized t-shirt in minimalist and sporty style. high waist beige wide leg trousers in minimalist and old money style.
https://i.pinimg.com/736x/69/0d/b8/690db87b3bcf83ba2a6d2e5934a5c86e.jpg,black long sleeve fitted top in night out and minimalist style. high waist olive wide leg pants with structured belt in minimalist style.
https://i.pinimg.com/736x/fa/ec/d0/faecd0d637f1bbb81e75cf891d04e88b.jpg,black buttoned vest in streetwear and minimalist style. high waist wide leg black pants
https://i.pinimg.com/736x/46/f8/5c/46f85c1eace8c12ce671c60c2b6473a0.jpg,white short puff sleeve mini dress with front ruching in coquette and minimalist style.
https://i.pinimg.com/736x/d5/c8/5d/d5c85d54dbb9010ed1fbb7078b075e8e.jpg,black halter vest in night out and streetwear style. high waist wide leg black trousers in night out and minimalist style.
https://i.pinimg.com/736x/ee/cf/7b/eecf7b38d051927201199891c285410c.jpg,blue and white striped button-up shirt in old money and minimalist style. high waist white tailored shorts with belt in old money style.
https://i.pinimg.com/736x/5a/15/72/5a15725221206a070221dd9670526d00.jpg,white sleeveless wrap jumpsuit with black piping details in old money and minimalist style.
https://i.pinimg.com/736x/6c/cb/25/6ccb2551b0d8ff297143deb35ecec405.jpg,taupe buttoned vest in old money and minimalist style. high waist light blue wide leg jeans in old money style.
https://i.pinimg.com/736x/84/ea/e5/84eae5a0776384cad0568f6f00ebbf13.jpg,white oversized button-up shirt in old money and minimalist style. high waist dark blue wide leg jeans with brown belt in old money style.

